id,career,engJmNm,hist,implNm,instiNm,jmNm,job,mdobligFldNm,seriesNm,summary,trend
1630,None,- 방적 및 방직업체 섬유제조업체 섬유제조 관련 연구소 등으로 진츨할 수 있다. - 의류기사에 대한 인력수요는 증가할 전망이다. 최근 수출입 및 내수시장 동향을 살펴   보면 IMF 이후 환율상승으로 인한 가격경쟁력 회복으로 2년 연속 수출증가 양상을    보였고 섬유제품의 수출비중 수출대상국 및 업체수의 증가 소득증가에 따른 섬유   소비의 증가와 기존 섬유기술도 컴퓨터 메카트로닉스 등에 의해 첨단기술 분야로    계속적인 발전 등으로 의류기사 자격취득자에 대한 인력수요는 증가할 것이다.,Engineer Clothing,’83.12.20. 대통령령 제11281호’98.05.09. 대통령령 제15794호 현재의류기사1급의류기사의류기사,한국산업인력공단,고용노동부,의류기사,- 수주된 직물의 생산가능성 여부 검토 제품의 유행성에 대한 시장성 조사 새로운 제품 및 디자인 개발 표준화된 검사 장비 및 방법 등을 이용하여 가공된 옷감의 물리적 특성 시험 완성된 제품의 품질상태 점검 등의 실무업무 수행. - 인간 의복 사회라는 관점에서 의복소재에서부터 상품화되어 인간에 착용될때 까지 의 제반 기술적인 문제를 해결하고 의복소재에 대한 인간 환경의 상호관계를 원활히 운영하고 합리적이고 과학적인 의생활 발전에 기여할 수 있는 연구작업 수행.,섬유,기사,우리나라의 의류봉제산업 기술은 일부 선진국의 수준에 미치치 못하고 있다. 이에 따라 의복제작을 위한 디자인 설계 봉제 품질관리 등에 관한 이론과 기술을 갖춘 기획 관 리 기술자의 양성을 위해 자격제도 제정.,- 피복설계 및 제작업무(디자인 작업지시서 작성 제도 및 재단 가봉 섬유감별) 평가
1631,None,None,None,None,한국산업인력공단,고용노동부,정련표백기능사1급,None,섬유,기사,None,None
1632,None,None,Industrial Engineer Weaving,None,한국산업인력공단,고용노동부,제직산업기사,None,섬유,기사,None,None
1633,None,None,None,None,한국산업인력공단,고용노동부,직기보전기능사1급,None,섬유,기사,None,None
1634,None,None,None,None,한국산업인력공단,고용노동부,직기조정기능사1급,None,섬유,기사,None,None
1635,None,None,Class Ⅰ Craftsman Textile Fabric Finishing,None,한국산업인력공단,고용노동부,직물가공기능사1급,None,섬유,기사,None,None
1636,None,None,None,None,한국산업인력공단,고용노동부,침염기능사1급,None,섬유,기사,None,None
1637,None,None,Class Ⅰ Craftsman Knitting (Hand Knitting),None,한국산업인력공단,고용노동부,편물기능사1급,None,섬유,기사,None,None
1638,None,None,Class Ⅰ Craftsman Knitting (Machine Knitting),None,한국산업인력공단,고용노동부,편물기능사1급,None,섬유,기사,None,None
1639,None,None,Class Ⅰ Craftsman Knitting (Hand Knitting),None,한국산업인력공단,고용노동부,편물기능사1급,None,섬유,기사,None,None
1640,None,None,Industrial Engineer Knitting,None,한국산업인력공단,고용노동부,편물산업기사,None,섬유,기사,None,None
1641,None,공공기관 종합체육시설 프로스포츠 구단 각종 경기단체 일반기업체 교육기관 등",Sport Business Manager,2005년 스포츠경영관리사로 신설됨,한국산업인력공단,문화체육관광부,스포츠경영관리사,스포츠이벤트의 기획 및 운영 스포츠스폰서 및 광고주 유치 프로 및 아마 스포츠 구 단 스포츠마케팅 기획및 운영 스포츠콘텐츠의 확보 및 상품화 스포츠선수대리인 사업 의 시행 스포츠시설 회원 모집 관리 등 회원서비스 스포츠시설 설치 및 경영 컨설 팅 공공 및 민간체육시설 관리 운영,숙박.여행.오락.스포츠,기사,스포츠에 대한 관심과 참여의 증대에 따른 스포츠 시장의 다양화와 스포츠산업의 다변화는 다양한 직업 유형과 함께 고용기회를 제공하고 있다. 국내도 이미 아마 및 프로 스포 츠의 발전으로 인해 스포츠경영 전문가의 필요성이 요구되고 있다. 스포츠경영관리는 특 히 젊은 층에서 새로운 직업으로 인식되고 있기 때문에 스포츠경영관리 분야의 전문적 인 교육이 요구된다. 따라서 스포츠경영 분야에서의 적응과 올바른 직무활동을 위하여 보다 체계적이고 다양한 학문의 교류와 전문가 양성의 필요성이 증대되고 있다.,스포츠조직의 효율적 운영과 관리에 필요한 조직 인사 마케팅 재정 등에 관한 전문지식 습득여부 스포츠시설에 알맞은 운영기법과 각종 법령의 적용성을 높이고 회원을 효율적으로 관리할 수 있는 지식과 능력 평가
1642,None,None,None,None,한국산업인력공단,해양수산부,냉동식품제조기능사1급,None,식품,기사,None,None
1643,None,- 해양자원을 연구하는 연구기관 및 행정기관 수산물검사공무원 수산기술자 연근해    및 원양어업 수산업 협동조합 수산회사 수산단체 수산물 가공업체 냉동냉장업   체 등에 진출할 수 있다. 「식품위생법」에 따라 식품위생 감시원으로 진출할 수 있   다.,Engineer Fisheries Processing,’74.10.16. 대통령령 제7283호’98.05.09. 통령령제15794호현재수산제조기사1급수산제조기사수산제조기사,한국산업인력공단,해양수산부,수산제조기사,수산물 원료의 생물화학적 기초지식을 바탕으로 원료처리공정 가공공정 유통공정 품질관리 안전성관리 등의 일련의 과정을 통하여 식품 혹은 물질을 제조하거나 공정과 위생을 총괄적으로 관리하는 직무,식품,기사,수산자원의 공급이 증가되면서 주요 식량자원으로서 위치를 굳히게 됨에 따라 식량이나  식품의 원료 또는 기호품 등으로 기호품 등으로 이용되는 수산물의 개발과 수송 저 장 가공에 이르기까지 전문적인 기술과 기능을 갖춘 인력의 필요성이 대두되어 자격제 도 제정., 출제기준 참조(www.q-net.or.kr)
1644,None,None,Industrial Engineer Fisheries Processing,수산제조산업기사는 식품산업기사 종목과 2012년 1월 1일부로 식품산업기사로 통합되었습니다.1974년 수산제조기사2급으로 신설되어 1999년 수산제조산업기사로 변경.,한국산업인력공단,농림수산식품부,수산제조산업기사,None,식품,기사,None,None
1645,None,-식육가공제조업체 식품연구소학계나 훈련기관 정부기관 등으로 진출할 수 있으며제품개발 제조 품질관리 유통관리 등의 관리자 또는 기업을 관리 운영하거나 식육제품을 고급화할 수 있는 창업의 진로 등이 있으며 축산물위생관리법과 식품위생법이 관련이 있다. - 식육가공품에 대한 소비욕구 다양화에 맞추어제품에 대한 연구개발 확산으로 식육가공 전문인력의저변확대가 요구된다.,Engineer Meat Processing,'17.12.15. 고용노동부령 제202호현재식육가공기사(신설)식육가공기사,한국산업인력공단,농림축산식품부,식육가공기사,식육원료 및 식육가공 전반에 대한 지식과 법규에 대한 이해를 바탕으로 원료관리 가공 품질 및 유통관리 안전 및 위생관리 등의 일련의 과정을 통하여 생산하고자 하는 육가공 제품 혹은 물질을 제조하는 직무,식품,기사,사회발전과 생활의 변화에 따라 식육가공품에 대한 욕구도 다양해져 제조 공장이 발전하고 공정이 복잡해짐에 따라 축산물 및 식품을 다루고 이를 적절하게 유지 관리 할 수 있는 기술인력이 필요해 짐에 따라 자격 제도 제정,- 축산물 위생검사 제품분석 - 공정설계 - 생산공정 기술관리 - HACCP - 제품별 가공기술
1646,None,None,Class Ⅰ Craftsman Food Processing,None,한국산업인력공단,보건복지부,식품가공기능사1급,None,식품,기사,None,None
1647,None,- 주로 식품제조·가공업체 즉석판매제조·가공업 식품첨가물제조업체 식품연구소 등   으로 진출하며 이외에도 학계나 정부기관 등으로 진출할 수 있다.「식품위생법」에    의해 식품위생감시원으로 고용될 수 있다. - 음식에 대한 소비욕구의 다양화와 추세로 인해 맛과 영양 위생안전 등을 고려한 다   양한 식품이 개발되고 있으며 기업간 경쟁도 치열해지고 있다. 이로 인해 식품 재료   와 제품에 관한 연구 개발 효율적인 운영이 요구될 뿐 아니라 식품제조공정의 급속   한 발전과 더불어 위생적인 관리를 위해 전문기술인력이 요구된다.,Engineer Food Processing,’74.10.16.대통령령 제7283호’91.10.31. 대통령령 제13494호’98.05.09. 대통령령제15794호현재식품제조가공기사1급식품제조기사1급식품기사식품기사,한국산업인력공단,식품의약품안전처,식품기사,식품기술분야에 대한 기본적인 지식을 바탕으로 하여 식품재료의 선택에서부터 새로운  식품의 기획 개발 분석 검사 등의 업무를 담당하며 식품제조 및 가공공정 식품의  보존과 저장공정에 대한 관리 감독의 업무를 수행.,식품,기사,사회발전과 생활의 변화에 따라 식품에 대한 욕구도 양적측면보다 질적측면이 강조되고 있다. 또한 식품제조가공기술이 급속하게 발달하면서 식품을 제조하는 공장의 규모가  커지고 공정이 복잡해짐에 따라 이를 적절하게 유지 관리할 수 있는 기술인력이 필요하 게 됨에 따라 자격 제도 제정.,- 필기시험 및실기(필답) 시험 출제기준 참조
1648,None,- 주로 식품제조·가공업체 즉석판매제조·가공업 식품첨가물제조업체 식품연구소 등   으로 진출하며 이외에도 학계나 정부기관 등으로 진출할 수 있다.「식품위생법」에    의해 식품위생감시원으로 고용될 수 있다. - 음식에 대한 소비욕구의 다양화와 추세로 인해 맛과 영양 위생안전 등을 고려한 다   양한 식품이 개발되고 있으며 기업간 경쟁도 치열해지고 있다. 이로 인해 식품 재료   와 제품에 관한 연구 개발 효율적인 운영이 요구될 뿐 아니라 식품제조공정의 급속   한 발전과 더불어 위생적인 관리를 위해서도 전문기술인력이 요구되고 있다.  반면    비용절감 차원에서 식품가공공정이 자동화·현대화가 일어지고 있어 기능인력에 대   한 수요는 그리 크지 않을 전망이다. 또한 취업하는데 자격취득을 요구하지 않는다.    그렇지만 자격을 취득하는 경우 취업시 다소 유리할 전망이다.,Industrial Engineer Food Processing,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’91.10.31. 대통령령 제13494호’98.05.09. 대통령령제15794호현재냉동식품제조기능사1급식품가공기능사1급식품가공기능사1급식품산업기사식품산업기사통조림제조기능사1급식품제조가공기사2급식품제조가공기사2급식품제조기사2급,한국산업인력공단,식품의약품안전처,식품산업기사,식품재료를 선택하고 선별 분류하며 만들고자 하는 식품의 제조공정에 따라 기계적  물리화학적 처리를 하며 작업공정에 따라 처리정도 및 숙성정도를 관찰하고 적정한 상 태로 만들어 나가기 위한 지도적 기능업무 수행. 또한 작업을 원활히 수행하기 위하여  작업공정을 조정하고 안전상태를 점검하는 업무 수행.,식품,기사,식품은 인간의 생명과 건강을 유지하기 위해 필요 불가결한 것으로 사회발전과 생활의  풍요로와짐에 따라 식품에 대한 욕구도 양적인 측면에서 맛과 영양 안전성 등을 고려 하는 질적인 측면으로 변화하게 된다. 이에 따라 소비자에게 최상의 식품이 제공되도 록 하기 위해 식품가공분야에서 기능업무를 담당할 숙련기능인력의 양성이 요구됨.,- 식품의 일반성분 분석- 식품의 물리화학적 품질검사 - 식품응용미생물 및 식품위생관련 미생물 검사
