id,career,engJmNm,hist,implNm,instiNm,jmNm,job,mdobligFldNm,seriesNm,summary,trend
1900,None,- 관련직업 : 집접회로연구원 전자공학기술자,Industrial Engineer Electronic Circuit Control,None,한국산업인력공단,지식경제부,전자회로설계산업기사,컴퓨터를 활용 오류검사 설계로 회로시스템에 사용된 부품의 규격 및 목록작성 PCB나  회로에 대한 시뮬레이션 및 그에 따른 회로명 정보리스트 작성 등 수행,전자,기사,None,전기 전자 통신 및 컴퓨터 등의 응용기기 및 제품의 설계 및 제작을 위하여 전자회로 를 설계하고 컴퓨터를 사용하여 도면을 작성하고 전자회로 설계 성능평가 전자회로도 의 표현 부품도 작성 인쇄회로 기판의 설계도면작성 회로의 제작 및 시험을 할 수 있 는 능력의 유무
1901,None,- 관련직업 : 게임디자이너,Certificate of Game Graphics Designer,2009년까지 한국산업인력공단에서 시행되다가 2010년부터 한국콘텐츠진흥원에서 시행됨,한국산업인력공단,문화체육관광부,게임그래픽전문가,게임화면의 그래픽에 관한 드로잉 원화작업 및 컴퓨터그래픽 동영상제작등의 직무수행,정보기술,기사,None,- 게임그래픽에 대한 전문적인 지식의 숙지 여부  - 게임디자인 게임그래픽디자인 배경맵 등에 관한 실무를 수행할 수 있는 능력의    유무
1902,None,- 관련직업 : 게임기획자,Certificate of Game Planner,2009년까지 한국산업인력공단에서 시행되다가 2010년부터 한국콘텐츠진흥원에서 시행하게 됨,한국산업인력공단,문화체육관광부,게임기획전문가,게임배경의 설정 게임이벤트 연출 게임시스템 설계 등 게임기획 실무를 담당하며 게 임 제작 준비단계를 수행하기 위한 게임설계 업무수행,정보기술,기사,None,- 게임기획에 대한 전반적인 개념의 숙지 여부  - 게임기획 전반에 관한 게임디자인 실무 능력의 유무
1903,None,- 관련직업 : 게임프로그래머,Certificate of Game Programmer,2009년까지 한국산업인력공단에서 시행되다가 2010년부터 한국콘텐츠진흥원에서 시행됨,한국산업인력공단,문화체육관광부,게임프로그래밍전문가,게임제작의 전반적인 개념이해를 토대로 게임동작을 구현하는 프로그래밍을 작성하는  직무수행,정보기술,기사,None,- 게임프로그래밍에 대한 전문적인 지식의 숙지여부  - 설계 코딩 원리구현능력 프로젝트 등 주어진 과제 수행능력의 유무
1904,None,BODY {	FONT-SIZE: 10pt; FONT-FAMILY: 굴림; COLOR: #000000; MARGIN: 0px}P {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2}LI {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2}- 관련직업 : 영상프로듀서 웹프로듀서 멀티미디어 디자이너 - 전망 ? 중소기업 위주의 취업 수요 시장 - 문화콘텐츠 인력 수요기업은 전체 사업체의 94.5%가 10인 미만의 규모로 영세한 중소기업이 대부분을 차지하고 있음 - 시장 구성의 영세성은 보상체계와 맞물려 성장잠재력이 높은 산업이라는 향후 전망에도  불구하고 신규 우수 인력의 노동시장 진입을 방해하는 요소로 작용하고 있어 강소기업  및 우수한 중견기업 육성이 절실함,Specialist-Multimedia Contents Producing,None,한국산업인력공단,과학기술정보통신부,멀티미디어콘텐츠제작전문가,BODY {	FONT-SIZE: 10pt; FONT-FAMILY: 굴림; COLOR: #000000; MARGIN: 0px}P {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2}LI {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2} 개인 및 특정 기관의 멀티미디어 콘텐츠의 기획 설계 제작을 하며 이러한 제작에 필요한 시스템  자원 및 사용할 S/W를 평가와 설계하고 기본적인 프로그래밍과 디자인 작업을 하는 직무 - 초고속통신망 모바일 등 네트워크 확산에 따른 유통구조변화로 디지털 기반의 콘텐츠에 대한  수요가 증가하여 과거 아날로그 기반의 음반 영화 출판 등의 콘텐츠들이 디지털 기술로 전환 되면서 인터넷 등을 통해 그 수요가 확산,정보기술,기사,BODY {	FONT-SIZE: 10pt; FONT-FAMILY: 굴림; COLOR: #000000; MARGIN: 0px}P {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2}LI {	MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px; LINE-HEIGHT: 1.2} 개기 산업별로 차별화된 제작방식이 장르와 형태에 관계없이 제작 공정 유통구조 등 가치사슬 전반에 걸쳐디지털화가 급속히 진전되어 디지털콘텐츠형태(에 듀테인먼트) 인터넷만화(웹툰) 플래시 애니메이션모바일 캐주얼 게임 e-스포츠 전자책(e-Book) 디지털싱글)로 통합되어 하나의 통합된 네트워크를 통해  여러 종류의 플랫폼으로 콘텐츠 제공,- 멀티미디어콘텐츠의 기획 설계 제작을 할 수 있는 능력의 유무  - 시스템 지원 운용 및 사용할 S/W를 활용 기본적인 프로그래밍과 디자인 작업을 수행   할 수 있는 능력의 유무
1905,None,None,None,None,한국산업인력공단,통계청,빅데이터분석기사,대용량의 데이터 집합으로부터 유용한 정보를 찾고 결과를 예측하기 위해 목적에 따라 분석기술과 방법론을 기반으로 정형/비정형 대용량 데이터를 구축 탐색 분석하고 시각화를 수행하는 업무를 수행,정보기술,기사,None,None
1906,None,- 관공서 공공단체 일반기업의 전산실 전송실 통제실 등에서 사무자동화 관련 업무 를 담당할 수 있다.- 정보화사회로 말미암아 일의 효율성을 높이기 위해 사무자동화도입이 각 기업을 중심으로 늘어나고 있고 지역중심의 정보화인프라구축 뉴미디어 개발 및 보급 등 사무정보기기의 이용이 점차 증가할 것으로 보임에 따라 공인된 자격을 갖춘 인력의 수요 도 증가할 것으로 기대된다. 이에 따라 매년 응시자 및 자격취득 배출인원이 증가하 고 있는 추세이다.,Industrial Engineer Office Automation,’93.07.08. 대통령령 제13925호’98.05.09. 대통령령 제15794호현재사무정보기기응용기사2급사무자동화산업기사사무자동화산업기사,한국산업인력공단,과학기술정보통신부,사무자동화산업기사,정보화시대의 산업경영실무에서 필요로 하는 사무처리용 컴퓨터 및 컴퓨터통신의 운용을 중심으로 한 모든 사무자동화 실무 즉 응용프로그램 사무자동화기기 및 뉴미디어 터미널 등의 사무정보기기를 활용하여 사무능률을 극대화할 수 있도록 종합적으로 유지 관리하는 직무 수행,정보기술,기사,일반 사무환경에서 사무작업을 하고 있는 실무자로 하여금 업무상 발생하는 데이터의 안전성을 확보하고 작업효율을 증진시킴으로써 궁극적으로 인간중심의 정보문화 정착에 기여하며 보다 효율적으로 업무에 필요한 정보를 이용하게 하기 위하여 자격제도 제정.,- 작업형실기시험이며컴퓨터와 각종 사무자동화기기를 이용하여 사무환경에서 필요로 하는 정보관리 및 사무처리 등의 계획 추진 및 운용을 수행할 수 있는 능력을 평가
1907,None,- 기업체 전산부서 컴퓨터 전문회사 소프트웨어 생산업체 통신장비개발 설치회사 전   산전문업체의 전자계산기 조직응용부서 보험회사 전산운용시스템 개발부 등에 진출   할 수 있다. 「정보통신공사업법」에 따라 품질검사 전문기관의 기술인력 정보통신   기술자 감리원 자격을 취득하여 감리전문회사의 감리원으로 진출 할 수 있다. - 정보화사회를 이행함에 따라 정보유통량이 증가하여 방대한 자료를 컴퓨터로 처리해   야 할 필요성이 증대함에 따라 시스템구축 및 운용인력이 증가할 것이다. 또한 정보   통신기술의 발전으로 컴퓨터의 성능이 향상되고 컴퓨터 보급의 확대에 따라 이와 관   련된 인력수요가 증가할 것으로 전망된다. 최근 응시자수와 합격자수는 감소하는 추   세이다.,Engineer Computer System Application,’83.12.20. 대통령령 제11281호’98.05.09. 대통령령 제15794호현재전자계산기조직응용기사1급전자계산기조직응용기사전자계산기조직응용기사,한국산업인력공단,과학기술정보통신부,전자계산기조직응용기사,전자계산기를 구성하는 H/W 시스템과 그 응용 S/W 시스템의 설계 및구성과 그에 따른 효율적인 전산 시스템을 설치 운영하고 전자계산기 조직을유지 보수하는 직무,정보기술,기사,산업화 정보화 국제화 사회에서 처리해야 하는 정보의 양이 급증하면서 대규모 전산망 이 증가하고 있다. 이에 따라 크기와 성능이 각기 다른 컴퓨터를 업무의 양과 성격에  알맞게 설치하고 효과적으로 운영 관리하는 데 있어서 기술적인 업무를 담당하는 전문 적인 기술인력이 필요하게 되어 자격제도가 제정됨.,컴퓨터 시스템의 하드웨어 구성과 시스템 운용을 위한 응용소프트웨어의 설계 및 구성에 따른효율적인 전산 시스템을설치 운영하고 전자계산기 시스템을 유지 보수하는 능력을 평가필답형 : '출제기준' 참고
1908,None,- 기업체 전산부서 컴퓨터 전문회사 소프트웨어 생산업체 통신장비개발 설치회사 전   산전문업체의 전자계산기 조직응용부서 보험회사 전산운용시스템 개발부 등에 진출   할 수 있다. 「정보통신공사업법」에 따라 품질검사 전문기관의 기술인력 정보통신   기술자 감리원 자격을 취득하여 감리전문회사의 감리원으로 진출 할 수 있다. - 정보화사회를 이행함에 따라 정보유통량이 증가하여 방대한 자료를 컴퓨터로 처리해   야 할 필요성이 증대함에 따라 시스템구축 및 운용인력이 증가할 것이다. 또한 정보   통신기술의 발전으로 컴퓨터의 성능이 향상되고 컴퓨터 보급의 확대에 따라 이와 관   련된 인력수요가 증가할 것으로 전망된다. 최근 응시자수와 합격자수는 감소하는 추   세이다.,Industrial Engineer Computer System Application,1983년 전자계산기조직응용기사 2급으로 신설되어 1999년 전자계산기조직응용기사로  변경됨.,한국산업인력공단,지식경제부,전자계산기조직응용산업기사,컴퓨터의 설치 및 운영에 관한 기술적인 상담 자로서 역할을 하는데 주로 공장자동화 사무자동화 등의 목적으로 설치되는 대형 컴퓨터시스템의 설비체계에 대한 기술적인 문 제를 담당하거나 소비자들에게 컴퓨터 선택에 있어서 적합한 기능과 사양에 대한 자 문 필요에 따라 간단한 고장에 대한응급처치 업무수행.,정보기술,기사,산업화 정보화 국제화 사회에서 처리해야 하는 정보의 양이 급증하면서 대규모 전산망 이 증가하고 있다. 이에 따라 크기와 성능이 각기 다른 컴퓨터를 업무의 양과 성격에  알맞게 설치하고 효과적으로 운영 관리하는 데 있어서 기술적인 업무를 담당하는 전문 적인 기술인력이 필요하게 되어 자격제도가 제정됨.,- 작업부과내용은 간단한 전자회로 구성임
1909,None,None,Class Ⅰ Craftsman Information and Communcation Switching System,None,한국산업인력공단,정보통신부,정보기계설비기능사1급,None,정보기술,기사,None,None
1910,None,None,Information Technical Technician,None,한국산업인력공단,정보통신부,정보기술다기능기술자,None,정보기술,기사,None,None
1911,None,- 소프트웨어 개발분야(응용소프트웨어 시스템 소프트웨어) 컴퓨터 개발분야(하드웨어   설계 주변장치개발) 통신장비 개발 설치분야에 진출할 수 있다. - 정보화사회로 이행함에 따라 정보유통량이 증가하면서 방대한 자료를 컴퓨터로 처리   해야 할 필요성이 증대함에 따라 새로운 시스템구축 및 기존 시스템의 확장 등이 증   가될 것이다. 또한 정보통신기술의 발전으로 컴퓨터의 성능이 향상되고 컴퓨터 보급   의 확대에 따라 이 분야에 대한 인력수요가 증가할 것으로 전망된다. 최근 응시자수   와 합격자수도 증가하고 있다.(학점인정 24학점 공무원 임용시험시 7급은 3%   9급은 3% 가산특전이 있다.),Industrial Engineer Information Technology,1995년 정보기술다기능기술자로 신설되어 1999년 정보기술산업기사로 변경됨.,한국산업인력공단,지식경제부,정보기술산업기사,전자계산기의 하드웨어에 관한 기술 데이터통신을 이용한 자료수집 및 정보교환 통신 회선 및 전자장비제어 인터페이스 등 컴퓨터 응용분야의 업무수행.,정보기술,기사,현대의 산업구조는 숙련된 기능과 공학적 지식을 동시에 갖추고 새로운 기술 습득에 중 추적인 역학을 담당할 인력을 요구하게 되었다. 이에 따라 전자계산기 분야에 대한 공 학적 기본 기술과 중상급 정도의 숙련기능을 겸비하고 제품 설계에서 제작 검사에 이르 는 일련의 생산공정업무를 수행할 수 있는 인력양성을 목적으로 함.,- 감독위원 pc에서 문제 및 자료 파일을 수검자 pc로 전송받아   문제 내용을 화상으로 조회하여 처리조건에 따라 프로그램 작성후   결과값을 파일에 출력후 감독위원 pc로 결과값 전송
1912,None,-2008년 기준 정보보안 전문 업체 종사자 수는 연구 및 개발직 2167명 관리직 1740명 영업직 738명 기타 관련직 361명으로 총 5006명- 정보보안 전문 업체 종사 인력 5006명은 물론이고 법률에 의하여 지정되어 활동하고 있는 개인정보 관리책임자 ISMS(정보보호관리체계인증)를 취득한 52개 기업과 안전진단 대상기업 250곳의 보안관련 담당자 일반기업의 정보보안 담당자 정보보안 관련 학과 재학생 2367명 중 잠재 응시자 등을 합치면 자격 취득자의 수요는 약 9000명 이상이 될 것으로 판단- 매년 1000명 이상이 향후 5년 안에 자격을 취득할 것으로 예상되고 초기에는 많은 수의 인원이 해당 자격시험을 응시할 것으로 예상- 정보보안 산업은 정부 차원에서 2008년부터 2013년까지 총 968억원의 예산을 투입하여 각 과제별로 R&D를 적극 지원할 예정- 정보보안기사/정보보안산업기사 취득자는 기업 및 정부의 보안전문가로서 국가기관(국정원 NCSC 한국인터넷진흥원 등) 사이버 부대(기무사 국방부 등)기업의 침해사고대응팀(CERT) 금융업종의 기관(금융결제원 금융보안연구원 시중 은행 등) 대형 포털(네이버 다음 등) 온라인게임 및 모바일게임 개발 업체 정보보안전문업체(백신 컨설팅 보안관제 등) 등에 활용이 가능 - 10년 후 직업전망이 밝은 직업목록 상위 20개 직업 중 하나로 포함되었으며 향후 정보보안전문가의 고용은 증가할 것으로 예상- 정보보안 분야 종사자의 평균소득은 297만원으로 전체직업군 평균인 191만원보다 55% 이상 높은 수준,Engineer information security,None,한국산업인력공단,과학기술정보통신부,정보보안기사,IT 및 정보통신 기술에 대한 이론 및 실무 지식을 바탕으로 정보보안 시스템 및 솔루션 개발 주요 운영체제 및 네트워크 장비 정보보안 장비에 대한 운영 및 관리 조직의 정보보안정책의 수립과 대책수립 및 관리 정보보호 관련 법규 적용 등의 직무를 수행,정보기술,기사,IT 및 정보통신 기술에 대한 이론 및 실무지식을 바탕으로 정보보안시스템 및 솔루션 개발 주요 운영체제 및 네트워크 장비 정보보안 장비에 대한 운영 및 관리 조직의 정보보안정책의 수립과 대책수립 및 관리 정보보호 관련 법규 적용 등의 직무 수행,None
1913,None,-2008년 기준 정보보안 전문 업체 종사자 수는 연구 및 개발직 2167명 관리직 1740명 영업직 738명 기타 관련직 361명으로 총 5006명- 정보보안 전문 업체 종사 인력 5006명은 물론이고 법률에 의하여 지정되어 활동하고 있는 개인정보 관리책임자 ISMS(정보보호관리체계인증)를 취득한 52개 기업과 안전진단 대상기업 250곳의 보안관련 담당자 일반기업의 정보보안 담당자 정보보안 관련 학과 재학생 2367명 중 잠재 응시자 등을 합치면 자격 취득자의 수요는 약 9000명 이상이 될 것으로 판단- 매년 1000명 이상이 향후 5년 안에 자격을 취득할 것으로 예상되고 초기에는 많은 수의 인원이 해당 자격시험을 응시할 것으로 예상- 정보보안 산업은 정부 차원에서 2008년부터 2013년까지 총 968억원의 예산을 투입하여 각 과제별로 R&D를 적극 지원할 예정- 정보보안기사/정보보안산업기사 취득자는 기업 및 정부의 보안전문가로서 국가기관(국정원 NCSC 한국인터넷진흥원 등) 사이버 부대(기무사 국방부 등)기업의 침해사고대응팀(CERT) 금융업종의 기관(금융결제원 금융보안연구원 시중 은행 등) 대형 포털(네이버 다음 등) 온라인게임 및 모바일게임 개발 업체 정보보안전문업체(백신 컨설팅 보안관제 등) 등에 활용이 가능 - 10년 후 직업전망이 밝은 직업목록 상위 20개 직업 중 하나로 포함되었으며 향후 정보보안전문가의 고용은 증가할 것으로 예상- 정보보안 분야 종사자의 평균소득은 297만원으로 전체직업군 평균인 191만원보다 55% 이상 높은 수준,Industrial engineer information security,None,한국산업인력공단,과학기술정보통신부,정보보안산업기사,IT 및 정보통신 기술에 대한 이론 및 실무 지식을 바탕으로 정보보안 시스템 및 솔루션 개발 주요 운영체제 및 네트워크 장비 정보보안 장비에 대한 운영 및 관리 조직의 정보보안정책의 수립과 대책수립 및 관리 정보보호 관련 법규 적용 등의 직무를 수행,정보기술,기사,IT 및 정보통신 기술에 대한 기초 이론 및 실무지식을 바탕으로 정보보안 시스템 및 솔루션 개발 주요 운영체제 및 네트워크 장비 정보보안 장비에 대한 운영 및 관리 직무를 수행하며 정보보안 기사의 업무를 보조하는 역할을 담당,None
1914,None,None,Class Ⅰ Craftsman Information Processing,None,한국산업인력공단,정보통신부,정보처리기능사1급,None,정보기술,기사,None,None
1915,None,- 기업체 전산실 소프트웨어 개발업체 SI(system integrated)업체 (정보통신 시스템 구축회사 등)정부기관 언론기관 교육 및 연구기관 금융기관 보험업 병원 등 컴 퓨터 시스템을 개발 및 운용하거나 데이터 통신을 이용하여 정보처리를 시행하는 업 체에서 활동하고 있다. 품질검사 전문기관 기술인력과 감리원 자격을 취득하여 감리 전문회사의 감리원으로 진출할 수 있다. 3년 이상의 실무경력이 있는 자는 측량분야 수치지도제작업의 정보처리 담당자로 진출가능하고 정보통신부의 별정우체국 사무 장 사무주임 사무보조 등 사무원으로 진출할 수 있다.- 정보화사회로 이행함에 따라 지식과 정보의 양이 증대되어 작업량과 업무량이 급속 하게 증가했다. 또한 각종 업무의 전산화 요구가 더욱 증대되어 사회 전문분야로 컴퓨터 사용이 보편화되면서 컴퓨터산업은 급속도로 확대되었다. 컴퓨터산업의 확대는 곧 이 분야의 전문인력에 대한 수요 증가로 이어졌다. 따라서 컴퓨터 관련 자격증에 대한 관심도 증가하고 있어 최근 응시자수와 합격자수가 증가하고 있는 추세이다. 또한 취업 입학시 가산점을 주거나 병역특례 등 혜택이 있어 실생활에 널리 통용되고 인정받을 수 있다. (학점인정 30학점 공무원 임용시험시 7급은 3% 9 급은 3% 가산특 전이 있다.),Engineer Information Processing,’74.10.16. 대통령령 제7283호’98.05.09. 대통령령 제15794호현재정보처리기사1급정보처리기사정보처리기사,한국산업인력공단,과학기술정보통신부,정보처리기사,정보시스템의 생명주기 전반에 걸친 프로젝트 업무를 수행하는 직무로서 계획수립 분석 설계 구현 시험 운영 유지보수 등의 업무 수행,정보기술,기사,컴퓨터를 효과적으로 활용하기 위해서 하드웨어뿐만 아니라 정교한 소프트웨어가 필요 하다. 이에 따라 우수한 프로그램을 개발하여 업무의 효율성을 높이고 궁극적으로 국 가발전에 이바지하기 위해서 컴퓨터에 관한 전문적인 지식과 기술을 갖춘 사람을 양성 할 목적으로 제정됨.,실기시험 출제 경향>국가 IT 기술 경쟁력 제고 및 급변하는 정보화 환경에 대처하기 위하여실무 중심의 업무 프로세스기능 및 절차 측면의 해결 능력 데이터베이스 설계 및 문제점 파악과 개선안 도출 등의 DB 실무 능력 알고리즘 및 자료구조의 논리적 해결 능력 급변하는 IT 환경에 대한 신기술 동향 파악 능력 국제화에 대비한 전산 영어 실무 능력 등을평가세부 평가 내역> 출제기준 참조(www.q-net.or.kr)
1916,None,- 기업체 전산실 소프트웨어 개발업체 SI(system integrated)업체 (정보통신 시스템 구축회사 등)정부기관 언론기관 교육 및 연구기관 금융기관 보험업 병원 등 컴 퓨터 시스템을 개발 및 운용하거나 데이터 통신을 이용하여 정보처리를 시행하는 업 체에서 활동하고 있다. 품질검사 전문기관 기술인력과 감리원 자격을 취득하여 감리 전문회사의 감리원으로 진출할 수 있다. 3년 이상의 실무경력이 있는 자는 측량분야 수치지도제작업의 정보처리 담당자로 진출가능하고 정보통신부의 별정우체국 사무 장 사무주임 사무보조 등 사무원으로 진출할 수 있다. - 정보화사회로 이행함에 따라 지식과 정보의 양이 증대되어 작업량과 업무량이 급속하 게 증가했다. 또한 각종 업무의 전산화 요구가 더욱 증대되어 사회 전문분야로 컴퓨 터 사용이 보편화되면서 컴퓨터산업은 급속도로 확대되었다. 컴퓨터산업의 확대는 곧 이 분야의 전문인력에 대한 수요 증가로 이어졌다. 따라서 컴퓨터 관련 자격증에 대한 관심도 증가하고 있어 최근 응시자수와 합격자수가 증가하고 있는 추세이다. 또 한 취업 입학시 가산점을 주거나 병역특례 등 혜택이 있어 실생활에 널리 통용되고 인정받을 수 있다. (학점인정 24학점 공무원 임용시험시 7급은 3% 9급은 3% 있다.),Industrial Engineer Information Processing,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’84.11.15.대통령령 제11543호’95.10.16.대통령령 제14783호’98.05.09.대통령령 제15794호’04.12.31.노동부령 제217호현재정보처리기사2급정보처리기사2급정보처리기사2급정보처리기사2급정보처리산업기사정보처리산업기사정보처리산업기사전자계산기조작기능사1급전자계산기조작기능사1급정보처리기능사1급정보처리기능사1급 정보처리기능사1급정보처리기능사1급정보처리기능사1급 정보기술다기능기술자정보기술산업기사,한국산업인력공단,과학기술정보통신부,정보처리산업기사,정보시스템의 생명주기 전반에 걸친 프로젝트 업무를 수행하는 직무로서 분석 설계 구현 시험 운영 유지보수 등의 업무 수행,정보기술,기사,컴퓨터를 효과적으로 활용하기 위해서 하드웨어뿐만 아니라 정교한 소프트웨어가 필요 하다. 이에 따라 우수한 프로그램을 개발하여 업무의 효율성을 높이고 궁극적으로 국 가발전에 이바지하기 위해서 컴퓨터에 관한 전문적인 지식과 기술을 갖춘 사람을 양성 할 목적으로 제정됨.,실기시험 출제 경향> 국가 IT 기술 경쟁력 제고 및 급변하는 정보화 환경에 대처하기 위하여 실무 중심의 업무 프로세스기능 및 절차 측면의 해결 능력  데이터베이스 설계 및 문제점 파악과 개선안 도출 등의 DB 실무 능력  알고리즘 및 자료구조의 논리적 해결 능력  급변하는 IT 환경에 대한 신기술 동향 파악 능력  국제화에 대비한 전산 영어 실무 능력 등을평가 세부 평가 내역> 출제기준 참조(www.q-net.or.kr)
1917,None,None,None,None,한국산업인력공단,보건복지부,제과기능사1급,None,제과.제빵,기사,None,None
1918,None,None,Industrial Engineer Confectionery Maker,None,한국산업인력공단,보건복지부,제과산업기사,None,제과.제빵,기사,None,None
1919,None,None,None,None,한국산업인력공단,보건복지부,제빵기능사1급,None,제과.제빵,기사,None,None
1920,None,- 일반건설회사의 조경부서 조경엔지니어링회사 조경식재전문공사업체 조경시설물설 치전문공사업체 한국주택공사 한국도로공사 등의 정부투자기관으로 분야에 진출할 수 있다.- 현재 건축경기의 회복에 따른 조경공사가 증가할 것이기 때문에 조경기술사의 고용 도 증가할 것이다. 장기적으로 생활수준이 향상되면서 생활환경을 중시하는 경향이 강하게 나타나고 있다. 생활환경 개선을 목적으로 투자를 늘리고 유락시설의 신축이 나 재개발에 따른 조경공사도 지속적으로 발생할 것으로 조경기사의 인력수요는 증가 할 것이다.,Engineer Landscape Architecture,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 조경기사1급조경기사조경기사,한국산업인력공단,국토교통부,조경기사,자연환경과 인문환경에 대한 현장조사 및 현황조사분석을 기초로 기본구상 및 기본계획을 수립하고 실시설계를 작성하여 시공 및 감리업무를 통해 조경 결과물을 도출하고 이를 관리하는 행위를 수행하는 직무,조경,기사,급속한 산업화와 도시화에 따른 환경의 파괴로 인하여 환경문제에 대한 관심과 그 중요 성이 부각됨으로써 전문인력으로 하여금 생활공간을 아름답게 꾸미고 자연환경을 보호 하고자 도입 시행.,대상지 주변의 현황을 분석하여 분석 자료들을 종합하고 기본적인 기본구상도를 작성하여 시설물 배치도 식재배치도 기본설계도의 중요 부분에 따라 단면도 상세도 등을 제도하며 관련 내용의 전문 적산을 통해 공사비 및 물량을 산출하는 능력을 평가
1921,None,- 일반건설회사의 조경부서 조경엔지니어링회사 조경식재전문공사업체 조경시설물설 치전문공사업체 한국주택공사 한국도로공사 등의 정부투자기관으로 진출할수 있다. - 현재 건축경기의 회복에 따른 조경공사가 증가할 것이기 때문에 조경기술사의 고용 도 증가할 것이다. 장기적으로 생활수준이 향상되면서 생활환경을 중시하는 경향이 강하게 나타나고 있다. 생활환경 개선을 목적으로 투자를 늘리고 유락시설의 신축이 나 재개발에 따른 조경공사도 지속적으로 발생할 것으로 예상되고 있어 조경산업기사의 인력수요는 증가할 것이다.,Industrial Engineer Landscape Architecture,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 조경기사2급조경산업기사조경산업기사,한국산업인력공단,국토교통부,조경산업기사,자연환경과 인문환경에 대한 현황조사분석을 수행하여 기본구상 및 기본계획을 수립하고 실시설계를 작성하여 시공업무를 통해 조경 결과물을 도출하여 이를 관리하는 행위를 수행하는 직무,조경,기사,급속한 산업화의 도시화에 따른 환경의 파괴로 인하여 환경문제에 대한 관심과 그 중요 성이 부각됨으로써 전문인력으로 하여금 생활공간을 아름답게 꾸미고 자연환경을 보호 하고자 함,대상지 주변의 현황을 분석하여 분석 자료들을 종합하고 기본적인 기본구상도를 작성하여 시설물 배치도 식재배치도 기본설계도의 중요 부분에 따라 단면도 상세도 등을 제도하며 관련 내용의 전문 적산을 통해 공사비 및 물량을 산출하는 능력을 평가
1922,None,None,Industrial Engineer Landscape Gardening,None,한국산업인력공단,고용노동부,조원산업기사,None,조경,기사,None,None
1923,None,식품접객업 및 집단 급식소 등에서 조리사로 근무하거나 운영이 가능함. 업체간지역간의 이동이 많은 편이고 고용과 임금에 있어서 안정적이지는 못한 편이지만조리에 대한 전문가로 인정받게 되면 높은 수익과 직업적 안정성을 보장받게 된다. - 식품위생법상 대통령령이 정하는 식품접객영업자(복어조리판매영업 등)와  집단급식소의 운영자는 조리사 자격을 취득하고 시장·군수·구청장의 면허를  받은 조리사를 두어야 한다.* 관련법 : 식품위생법 제34조 제36조 같은법 시행령 제18조 같은법 시행규칙 제46조,Industrial Engineer Cook Blowfish,None,한국산업인력공단,식품의약품안전처,복어조리산업기사,응시하고자 하는 종목에관한 기술기초이론지식 또는 숙련기능을 바탕으로 복합적인 기능 업무를 수행할 수 있는 능력의 유무,조리,기사,외식산업이 점점 대형화·전문화하면서 조리업무 전반에 대한 기술·인력·경영관리를  담당할 전문인력의 필요성이 커지고 있다. 이에 따라 정부는 기존의 기능만을 평가하는 조리기능사 자격으로는 외식산업 발전에  한계가 있다고 보고 조리산업 중간관리자의 기술과 관리능력을 평가하는 조리산업기사  자격을 신설했다.  조리산업기사는 외식업체 등 조리산업 관련기관에서 조리업무가 효율적으로 이뤄질 수  있도록 관리하는 역할을 맡는다.  한식 중식 일식 양식 복어조리부문에 배속되어 제공될 음식에 대한 계획을 세우고  조리할 재료를 선정 구입 검수하고 선정된 재료를 적정한 조리기구를 사용하여 조리 업무를 수행하며 또한 음식을 제공하는 장소에서 조리시설 및 기구를 위생적으로 관 리 유지하고 필요한 각종 재료를 구입 위생학적 영양학적으로 저장 관리하면서 제 공될 음식을 조리하여 제공하는 직종이다.,- 요구사항의 내용과 지급된 재료로 요구하는 작품을 시험시간 내에 만들어 내는 작업. - 주요 평가내용 : 위생상태 및 안전관리 조리기술(재료 손질 기구 취급 조리하기 등) 작품의 평가 정리정돈 등
